entity,label,start_char,end_char,sentence
Surena,PERSON,83297,83303,"The first who met them, on the part of the barbarians, were two Greeks of half-breed, who, leaping down from their horses, made their obeisance to Crassus, and, addressing him in the Greek language, urged him to send forward some persons, who, as they said, would see that Surena himself and those about him were advancing without armour and without their weapons."
Crassus,PERSON,83389,83396,"Crassus replied, that if he had the least concern about his life, he should not have put himself into their hands; however, he sent two Roscii, brothers, to inquire upon what terms they should meet, and how many of them."
Roscii,NORP,83525,83531,"Crassus replied, that if he had the least concern about his life, he should not have put himself into their hands; however, he sent two Roscii, brothers, to inquire upon what terms they should meet, and how many of them."
Surena,PERSON,83610,83616,"Surena immediately seized and detained the two brothers, and he himself advanced on horseback with the chief officers, and said, ""What is this?"
Roman,NORP,83758,83763,"the Roman Imperator on foot while we are riding!"" and he ordered them to bring a horse to Crassus."
Crassus,PERSON,83844,83851,"the Roman Imperator on foot while we are riding!"" and he ordered them to bring a horse to Crassus."
Crassus,PERSON,83853,83860,"Crassus observed that neither himself nor Surena was acting wrong in coming to the conference according to the fashion of their respective countries; on which Surena said that from that moment there was a truce and peace between king Hyrodes and the Romans; but that it was requisite to advance to the river, and there have the agreement put in writing; ""for you Romans,"" he said, ""have not a very good memory about contracts;"" and he held out his right hand to Crassus."
Surena,PERSON,83895,83901,"Crassus observed that neither himself nor Surena was acting wrong in coming to the conference according to the fashion of their respective countries; on which Surena said that from that moment there was a truce and peace between king Hyrodes and the Romans; but that it was requisite to advance to the river, and there have the agreement put in writing; ""for you Romans,"" he said, ""have not a very good memory about contracts;"" and he held out his right hand to Crassus."
Surena,PERSON,84012,84018,"Crassus observed that neither himself nor Surena was acting wrong in coming to the conference according to the fashion of their respective countries; on which Surena said that from that moment there was a truce and peace between king Hyrodes and the Romans; but that it was requisite to advance to the river, and there have the agreement put in writing; ""for you Romans,"" he said, ""have not a very good memory about contracts;"" and he held out his right hand to Crassus."
Hyrodes,PERSON,84087,84094,"Crassus observed that neither himself nor Surena was acting wrong in coming to the conference according to the fashion of their respective countries; on which Surena said that from that moment there was a truce and peace between king Hyrodes and the Romans; but that it was requisite to advance to the river, and there have the agreement put in writing; ""for you Romans,"" he said, ""have not a very good memory about contracts;"" and he held out his right hand to Crassus."
Romans,NORP,84103,84109,"Crassus observed that neither himself nor Surena was acting wrong in coming to the conference according to the fashion of their respective countries; on which Surena said that from that moment there was a truce and peace between king Hyrodes and the Romans; but that it was requisite to advance to the river, and there have the agreement put in writing; ""for you Romans,"" he said, ""have not a very good memory about contracts;"" and he held out his right hand to Crassus."
Romans,NORP,84216,84222,"Crassus observed that neither himself nor Surena was acting wrong in coming to the conference according to the fashion of their respective countries; on which Surena said that from that moment there was a truce and peace between king Hyrodes and the Romans; but that it was requisite to advance to the river, and there have the agreement put in writing; ""for you Romans,"" he said, ""have not a very good memory about contracts;"" and he held out his right hand to Crassus."
